年,月,日,时,实际直调负荷,实际联络线受电负荷,实际风电总加,实际光伏总加,实际非市场化核电总加,实际自备机组总加,实际地方电厂发电总加,实际抽蓄,实际火力发电,日前直调负荷,日前联络线受电负荷,日前风电总加,日前光伏总加,日前非市场化核电总加,日前自备机组总加,日前地方电厂发电总加,日前火力发电,现货价格,日前价格,价格差值,直调负荷差值,联络线受电负荷差值,风电总加差值,光伏总加差值,非市场化核电总加差值,自备机组总加差值,地方电厂发电总加差值,火力发电差值,价格差值预测（现货价格-日前价格）,日前价格预测
2022,1,4,22,251447.26,51004.91,16474.45,44.36,9873.63,20143.7,32254.4,0,121651.81,254776.29,50713,16414.61,0,9852,21340,32800,123656.68,322.5525,328.22,-5.67,-3329.03,291.91,59.84,44.36,21.63,-1196.3,-545.6,-2004.87,-5.67,328.22
2022,1,4,23,244719.04,43747.54,14920.93,44.92,9873.62,20151.6,32259.52,-227.6,123948.51,247443.97,43597,14968.91,0,9852,21340,32800,124886.06,329.0425,328.985,0.06,-2724.93,150.54,-47.98,44.92,21.62,-1188.4,-540.48,-937.55,0.06,328.99
2022,1,5,0,238356.93,46352.26,12684.58,45.28,9873.44,20066.12,32247.58,-1333,118420.67,243582.52,45912,12787.88,0,9852,22500,32400,120130.64,307.13,339.66,-32.53,-5225.59,440.26,-103.3,45.28,21.44,-2433.88,-152.42,-1709.97,-32.53,339.66
2022,1,5,1,233763.86,51280.29,11428.61,45.16,9871.91,20105.52,32344.75,-2089.6,110777.22,239541.78,45912,11565.93,0,9852,22500,32400,117311.85,277.775,263.095,14.68,-5777.92,5368.29,-137.32,45.16,19.91,-2394.48,-55.25,-6534.63,14.68,263.1
2022,1,5,2,229560.02,51377.96,11323.43,45.03,9873.23,20091.19,32471.41,-1041.4,105419.17,236261.66,45912,10675.78,0,9852,22500,32400,114921.88,220.0075,237.84,-17.83,-6701.64,5465.96,647.65,45.03,21.23,-2408.81,71.41,-9502.71,-17.83,237.84
2022,1,5,3,226883.35,50930.96,11561.35,44.49,9871.72,19981.99,32511.83,0,101981.01,233236.99,45912,10059.26,0,9852,22500,32400,112513.73,195.315,222.86,-27.55,-6353.64,5018.96,1502.09,44.49,19.72,-2518.01,111.83,-10532.72,-27.55,222.86
2022,1,5,4,227783.36,51236.15,11529.8,44.58,9881.25,19858.81,32517.71,0,102715.06,234143.39,45912,9689.97,0.02,9852,22500,32400,113789.4,165.25,239.218,-73.97,-6360.03,5324.15,1839.83,44.56,29.25,-2641.19,117.71,-11074.34,-73.97,239.22
2022,1,5,5,235780.64,51852.9,11186.6,44.31,9886.19,19182.57,32308.56,0,111319.51,242918.38,46197,9438.95,13.63,9852.42,22500,32400,122516.38,233.57,315.5,-81.93,-7137.74,5655.9,1747.65,30.68,33.77,-3317.43,-91.44,-11196.87,-81.93,315.5
2022,1,5,6,251108.42,54845.96,10199.25,44.51,9896.26,19565.32,32240.76,144.2,124172.16,259005.64,49227,9144.86,59.18,9861.1,22500,32400,135813.5,365.1275,408.81,-43.68,-7897.22,5618.96,1054.39,-14.67,35.16,-2934.68,-159.24,-11641.34,-43.68,408.81
2022,1,5,7,268290.81,61136.63,9500.77,184.4,9895.69,19765.01,32207.05,1076.6,134524.66,277562.32,57134.73,8756.29,577.71,9973.26,22500,32400,146220.33,444.65,511.043,-66.39,-9271.51,4001.9,744.48,-393.31,-77.57,-2734.99,-192.95,-11695.67,-66.39,511.04
2022,1,5,8,296584.03,69552.78,8259.69,1355.83,9903.7,19715.11,32038.99,2825.5,152932.43,295146.85,68204.73,7893.79,2665.29,10363.5,22500,32400,151119.54,621,605.428,15.57,1437.18,1348.05,365.9,-1309.46,-459.8,-2784.89,-361.01,1812.89,15.57,605.43
2022,1,5,9,301151.15,73297.85,5786.63,3252.43,9901.79,19844.22,31947.6,1438.3,155682.33,294428.16,72612,5953.91,5403.5,10884.77,22500,32400,144673.98,671.665,581.87,89.8,6722.99,685.85,-167.28,-2151.07,-982.98,-2655.78,-452.4,11008.35,89.8,581.87
2022,1,5,10,298347.21,72995.16,3969.57,5209.08,9901.6,19874.11,31967.01,0,154430.68,288191.06,72327,4285.71,7886.46,11375.87,22500,32400,137416.02,683.2,539.2,144,10156.15,668.16,-316.14,-2677.38,-1474.27,-2625.89,-432.99,17014.66,144,539.2
2022,1,5,11,286662.69,61639.61,2944.41,6884.06,9906.17,19846.27,32019.46,-1841.7,155264.41,277722.57,59590.73,3339.17,9758.47,11763.67,22500,32400,138370.53,788.285,528.438,259.85,8940.12,2048.88,-394.76,-2874.41,-1857.5,-2653.73,-380.54,16893.88,259.85,528.44
2022,1,5,12,273628.56,58004.6,2220.38,8133.41,9904.08,19878.51,32096.21,-4194.3,147585.67,265354.26,54732,2644.67,10475.08,11908.93,22500,32400,130693.58,627.98,453.005,174.98,8274.3,3272.6,-424.29,-2341.67,-2004.85,-2621.49,-303.79,16892.09,174.98,453.01
2022,1,5,13,279050.81,57965.01,1878.68,7787.17,9905.6,19902.1,32146.8,-2969.7,152435.15,272488.95,55017,2109.85,9700.51,11769.26,22500,32400,138992.33,803.065,539.92,263.15,6561.86,2948.01,-231.17,-1913.34,-1863.66,-2597.9,-253.2,13442.82,263.15,539.92
2022,1,5,14,279316.31,63485.78,1469.7,6760.45,9907.12,19975.27,32239.68,-1037.2,146515.51,275806.89,60139,1806.12,7541.16,11332.13,22500,32400,140088.48,626.7725,563.78,62.99,3509.42,3346.78,-336.42,-780.71,-1425.01,-2524.73,-160.32,6427.03,62.99,563.78
2022,1,5,15,283417.95,63682.15,1064.11,3685.68,9907.12,19702.6,32254.54,1082,152039.75,282336.37,60424,1635.94,4174.63,10683.75,22500,32400,150518.05,648.85,651.257,-2.41,1081.58,3258.15,-571.83,-488.95,-776.63,-2797.4,-145.46,1521.7,-2.41,651.26
2022,1,5,16,291489.12,69559.61,1017.84,687.76,9896.64,19809.47,32471.25,1578.4,156468.15,295678.67,68044.73,1563.69,1037.9,10067.15,22500,32400,160065.2,835.06,842.66,-7.6,-4189.55,1514.88,-545.85,-350.14,-170.51,-2690.53,71.25,-3597.05,-7.6,842.66
2022,1,5,17,297350.51,71385.41,1166.19,240.99,9890.18,20001.21,32610.01,2331.9,159724.62,305941.91,71492,1619.31,88.09,9866.29,22500,32400,167976.22,918.065,1155.1,-237.04,-8591.4,-106.59,-453.12,152.9,23.89,-2498.79,210.01,-8251.6,-237.04,1155.1
2022,1,5,18,288892.84,73393.62,1526.22,283.99,9890.56,20195.68,32583.97,1779.3,149239.5,298588.29,73892,1763.33,40.35,9853.21,22500,32400,158139.4,616.93,762.805,-145.88,-9695.45,-498.38,-237.11,243.64,37.35,-2304.32,183.97,-8899.9,-145.88,762.81
2022,1,5,19,283522.52,74885.21,2012.38,21.43,9882.2,20273.89,32519.13,598.8,143329.48,292809.94,73892,1963.98,10.69,9852,22500,32400,152191.27,517.815,623.172,-105.36,-9287.42,993.21,48.4,10.74,30.2,-2226.11,119.13,-8861.79,-105.36,623.17
2022,1,5,20,277929.22,68139.53,2381.67,6.74,9882.39,20295.89,32624.15,0,144598.85,287211.44,66277.73,2179.69,0.03,9852,22500,32400,154001.99,559.8575,625.91,-66.05,-9282.22,1861.8,201.98,6.71,30.39,-2204.11,224.15,-9403.14,-66.05,625.91
2022,1,5,21,266979.19,64464.97,3308.65,6.81,9882.01,20286.62,32605.84,0,136424.29,275775.59,61704,2379.98,0,9852,22500,32400,146939.61,492.02,547.25,-55.23,-8796.4,2760.97,928.67,6.81,30.01,-2213.38,205.84,-10515.32,-55.23,547.25
2022,1,5,22,251809.13,58629.85,3845.37,7.5,9881.05,20328.47,32481.52,0,126635.37,258410.74,53801.73,2611.81,0,9852,22500,32400,137245.2,404.4175,445.653,-41.24,-6601.61,4828.12,1233.56,7.5,29.05,-2171.53,81.52,-10609.83,-41.24,445.65
2022,1,5,23,244361.77,45291.02,4284.47,7.5,9870.01,20321.98,32448.17,744.8,131393.82,249219.97,46197,2854.33,0,9852,22500,32400,135416.64,437.36,486.573,-49.21,-4858.2,-905.98,1430.14,7.5,18.01,-2178.02,48.17,-4022.82,-49.21,486.57
2022,1,6,0,237286.85,43494.31,5620.69,7.63,9865.44,20220.41,32398.12,-541.4,126221.65,240083.94,45312,3596.53,0,9852,21620,32400,127303.41,408.37,395,13.37,-2797.09,-1817.69,2024.16,7.63,13.44,-1399.59,-1.88,-1081.76,13.37,395
2022,1,6,1,232545.22,47736.04,7089.31,7.08,9870.76,20202.98,32351.91,-2104.8,117391.94,235850.65,45312,4173.63,0,9852,21620,32400,122493.02,354,327.692,26.31,-3305.43,2424.04,2915.68,7.08,18.76,-1417.02,-48.09,-5101.08,26.31,327.69
2022,1,6,2,228440.5,47383.25,7101.56,7.06,9868.29,20193.88,32487.53,-2102.2,113501.13,231210.65,45312,4807.72,0,9852,21620,32400,117218.93,315.0475,277.51,37.54,-2770.15,2071.25,2293.84,7.06,16.29,-1426.12,87.53,-3717.8,37.54,277.51
2022,1,6,3,225603.36,47415.07,7157.94,6.81,9869.82,20240.03,32592.19,-2087.9,110409.4,229159.87,45312,5404.12,0,9852,21620,32400,114571.75,273.365,253.618,19.75,-3556.51,2103.07,1753.82,6.81,17.82,-1379.97,192.19,-4162.35,19.75,253.62
2022,1,6,4,226959.6,47349.64,8149.6,7.28,9871.33,20266.76,32643.02,-2080.2,110752.17,230543.44,45312,5790.29,0.02,9852,21620,32400,115569.13,264.435,262.753,1.68,-3583.84,2037.64,2359.31,7.26,19.33,-1353.24,243.02,-4816.96,1.68,262.75
2022,1,6,5,235121.61,47627.59,7989,7.34,9867.15,20302.24,32593.63,-775.6,117510.26,239335.24,45597,5830.98,18.02,9852.42,21620,32400,124016.82,326.565,332.245,-5.68,-4213.63,2030.59,2158.02,-10.68,14.73,-1317.76,193.63,-6506.56,-5.68,332.25
2022,1,6,6,250524.75,50780.21,7401.48,7.14,9866.2,20365.6,32655.75,0,129448.37,254611.87,48627,5700.87,25.46,9861.02,21620,32400,136377.52,416.89,419.53,-2.64,-4087.12,2153.21,1700.61,-18.32,5.18,-1254.4,255.75,-6929.15,-2.64,419.53
2022,1,6,7,267518.53,57328.59,6870.3,370.77,9870.76,20318.27,32573.1,445.3,139741.44,272840.68,56347.13,5505.84,802.65,10039.74,21620,32400,146125.32,522.31,510.225,12.09,-5322.15,981.46,1364.46,-431.88,-168.98,-1301.73,173.1,-6383.88,12.09,510.23
2022,1,6,8,288493.93,65437.89,5463.75,3362.63,9869.43,20226.3,32572.27,294.9,151266.76,290032.63,67117.13,5063.11,4596.23,10863.82,21620,32400,148372.34,653.125,593.47,59.66,-1538.7,-1679.24,400.64,-1233.6,-994.39,-1393.7,172.27,2894.42,59.66,593.47
2022,1,6,9,283874.34,69120.1,4143.49,8887.57,9868.48,20245.45,32602.73,0,139006.52,284045.82,71412,4032.7,9757.9,11936.02,21620,32400,132887.2,528.06,484.188,43.87,-171.48,-2291.9,110.79,-870.33,-2067.54,-1374.55,202.73,6119.32,43.87,484.19
2022,1,6,10,273976.7,68549.1,3986.29,13290.43,9869.62,20120.91,32580.47,-259,125838.88,276689.58,71127,3715.77,13749.42,12764.45,21620,32400,121312.94,405.4575,401.955,3.5,-2712.88,-2577.9,270.52,-458.99,-2894.83,-1499.09,180.47,4525.94,3.5,401.96
2022,1,6,11,258555.96,57668.72,4114.43,16115.47,9871.15,19836.57,33001.06,-1048.1,118996.66,263622.95,58578.13,4042.11,15918.5,13166.5,21620,32400,117897.71,321.85,373.5,-51.65,-5066.99,-909.41,72.32,196.97,-3295.35,-1783.43,601.06,1098.95,-51.65,373.5
2022,1,6,12,247098.43,53647.21,3259.54,16043.59,9868.48,19837.13,32898.46,-258,111802.02,252484.12,53832,4261.14,16115.01,13166.82,21620,32400,111089.15,236.33,309.37,-73.04,-5385.69,-184.79,-1001.6,-71.42,-3298.34,-1782.87,498.46,712.87,-73.04,309.37
2022,1,6,13,257058.6,54358.75,2764.88,12941.7,9867.34,20015.31,32832.58,0,124278.04,261436.94,54117,4433.87,14317.38,12770.41,21620,32400,121778.28,369.34,400.33,-30.99,-4378.34,241.75,-1668.99,-1375.68,-2903.07,-1604.69,432.58,2499.76,-30.99,400.33
2022,1,6,14,263171.7,59191.84,2754.38,9362.12,9874.19,19900.52,32757.51,0,129331.14,269851.47,59239,4504.72,10545.44,12903.79,21620,32400,128638.52,397.84,447.635,-49.8,-6679.77,-47.16,-1750.34,-1183.32,-3029.6,-1719.48,357.51,692.62,-49.8,447.64
2022,1,6,15,274463.09,60267.8,2702.4,4514.27,9863.73,19781.92,32559.5,0,144773.47,280900.25,59524,4534.69,5625.53,12213.22,21620,32400,144982.81,577.1675,591.965,-14.8,-6437.16,743.8,-1832.29,-1111.26,-2349.49,-1838.08,159.5,-209.34,-14.8,591.97
2022,1,6,16,285681.78,66869.62,2489.37,688.71,9873.62,19906.43,32431.27,449,152973.76,293909.57,66957.13,4711.49,1209.29,11322.19,21620,32400,155689.47,626.66,744.745,-118.09,-8227.79,-87.51,-2222.12,-520.58,-1448.57,-1713.57,31.27,-2715.71,-118.09,744.75
2022,1,6,17,292524.22,69310.41,2921.36,264.52,9871.53,19927.54,32500.03,1546.2,156182.63,303538.06,70292,4890.4,71.7,11067.57,21620,32400,163196.39,740.875,1093.12,-352.25,-11013.84,-981.59,-1969.04,192.82,-1196.04,-1692.46,100.03,-7013.76,-352.25,1093.12
2022,1,6,18,285557.06,71908.36,3398.07,342.26,9869.81,20161.59,32660.88,593.9,146622.19,295516.9,72692,4977.05,22.72,11053.21,21620,32400,152751.92,568.5675,640.85,-72.28,-9959.84,-783.64,-1578.98,319.54,-1183.4,-1458.41,260.88,-6129.73,-72.28,640.85
2022,1,6,19,280717.3,71745.25,3993.14,-3.57,9868.3,20195.12,32801.11,0,142117.95,287605.38,72692,5086.12,21.14,11052,21620,32400,144734.12,516.66,542.27,-25.61,-6888.08,-946.75,-1092.98,-24.71,-1183.7,-1424.88,401.11,-2616.17,-25.61,542.27
2022,1,6,20,276234.98,66293.13,4584.95,-23.87,9872.29,20244.59,32926.61,0,142337.28,281663.91,65265.13,4849.66,0.03,11052,21620,32400,146477.09,524.21,533.87,-9.66,-5428.93,1028,-264.71,-23.9,-1179.71,-1375.41,526.61,-4139.81,-9.66,533.87
2022,1,6,21,265574.98,61904.18,3980.13,-23.69,9865.63,20055.58,32691.52,0,137101.63,271335.96,60804,4317.14,0,11052,21620,32400,141142.82,465.76,461.985,3.78,-5760.98,1100.18,-337.01,-23.69,-1186.37,-1564.42,291.52,-4041.19,3.78,461.99
2022,1,6,22,250833.45,54576.39,2950.21,-23.23,9871.15,19622.25,32728.41,444.8,130663.47,254693.13,53089.13,3816.84,0,11052,21620,32400,132715.16,408.5,417.5,-9,-3859.68,1487.26,-866.63,-23.23,-1180.85,-1997.75,328.41,-2051.69,-9,417.5
2022,1,6,23,243810.52,43536.7,2565.64,-23.01,9869.43,19221.18,32647.75,594.9,135397.93,246782.25,45597,3396.38,0,9852,21620,32400,133916.87,440.77,443.6,-2.83,-2971.73,-2060.3,-830.74,-23.01,17.43,-2398.82,247.75,1481.06,-2.83,443.6
2022,1,7,0,236968.56,40331.61,2483.87,-23.66,9866.01,19055.83,32669.46,0,132585.44,236248.97,41312,2713.66,0,9852,21620,32400,128351.31,439,427.417,11.58,719.59,-980.39,-229.79,-23.66,14.01,-2564.17,269.46,4234.13,11.58,427.42
2022,1,7,1,232814.8,40234.96,2170.52,-23.05,9866.39,19016.84,32739.54,-4.4,128814,231877.07,41312,2625.17,0,9852,21620,32400,124067.9,412.2,390.92,21.28,937.73,-1077.04,-454.65,-23.05,14.39,-2603.16,339.54,4746.1,21.28,390.92
2022,1,7,2,228490.09,40195.68,1871.1,-23.08,9870.57,19135.11,32841.56,-1045.6,125644.75,228366.32,41312,2664.81,0,9852,21620,32400,120517.51,388.635,364.175,24.46,123.77,-1116.32,-793.71,-23.08,18.57,-2484.89,441.56,5127.24,24.46,364.18
2022,1,7,3,225867.08,40165.95,2033.66,-22.77,9870.19,19247.79,32839.49,-783.6,122516.37,226164.84,41312,2812.97,0,9852,21620,32400,118167.87,378.2675,347.067,31.2,-297.76,-1146.05,-779.31,-22.77,18.19,-2372.21,439.49,4348.5,31.2,347.07
2022,1,7,4,226834.58,39950.25,1981.35,-22.83,9869.43,19165.66,32887.69,0,123003.03,226904.34,41312,2923.26,0.01,9852,21620,32400,118797.07,376.815,354.77,22.05,-69.76,-1361.75,-941.91,-22.84,17.43,-2454.34,487.69,4205.96,22.05,354.77
2022,1,7,5,235146.47,40321.2,1604.34,-22.43,9870.96,19217.39,32992.63,0,131162.38,234909.22,41597,2936.06,18.07,9852.27,21620,32400,126485.82,448.55,409.5,39.05,237.25,-1275.8,-1331.72,-40.5,18.69,-2402.61,592.63,4676.56,39.05,409.5
2022,1,7,6,251244.29,43564.29,1465.25,-23.09,9867.34,19338.83,33045.97,0,143985.7,251028.93,44627,2895.79,56.04,9858.75,21620,32400,139571.35,587.31,512.687,74.62,215.36,-1062.71,-1430.54,-79.13,8.59,-2281.17,645.97,4414.35,74.62,512.69
2022,1,7,7,268185.18,48258.85,1677.34,318.96,9867.15,19457.14,33028.25,0,155577.49,268113.6,51096,2915.75,890.86,10042.18,21620,32400,149148.81,916.55,648.16,268.39,71.58,-2837.15,-1238.41,-571.9,-175.03,-2162.86,628.25,6428.68,268.39,648.16
2022,1,7,8,289391.98,54656.62,1555.61,3082.43,9869.05,19469.91,33043.83,2777.1,164937.43,287581.65,59866,2897.27,4775.82,10872.45,21620,32400,155150.11,1044.9425,863.367,181.58,1810.33,-5209.38,-1341.66,-1693.39,-1003.4,-2150.09,643.83,9787.32,181.58,863.37
2022,1,7,9,285783.32,57544.92,1459.56,7394.42,9870.76,19409.5,32766.45,1038.6,156299.11,285737.35,63412,2709.9,9994.03,11930.43,21620,32400,143670.99,659.625,577.21,82.42,45.97,-5867.08,-1250.34,-2599.61,-2059.67,-2210.5,366.45,12628.12,82.42,577.21
2022,1,7,10,277465.28,57218.99,1292.21,10407.71,9867.53,19385.38,32941.91,-1584.3,147935.85,279658.37,63127,2440.39,14181.03,12766.46,21620,32400,133123.49,570.345,457,113.35,-2193.09,-5908.01,-1148.18,-3773.32,-2898.93,-2234.62,541.91,14812.36,113.35,457
2022,1,7,11,264258.63,47562.2,1497.15,11373.96,9871.33,19277.28,32890.58,-2879.2,144665.33,266577.12,51827,3052.49,16378.95,13219.5,21620,32400,128079.18,586.88,399.19,187.69,-2318.49,-4264.8,-1555.34,-5004.99,-3348.17,-2342.72,490.58,16586.15,187.69,399.19
2022,1,7,12,252462.11,44829.38,2746.43,10746.79,9872.48,19209.43,32862.36,-2336.4,134531.64,255164.47,47832,4542.72,16483.73,13257.07,21620,32400,119028.95,474.35,332.595,141.76,-2702.36,-3002.62,-1796.29,-5736.94,-3384.59,-2410.57,462.36,15502.69,141.76,332.6
2022,1,7,13,260340.44,44570.92,4282.03,9429.46,9869.81,19136.86,32823.74,-518.4,140746.02,263238.47,48117,6129.54,14476.59,12837.39,21620,32400,127657.95,525.23,396.875,128.36,-2898.03,-3546.08,-1847.51,-5047.13,-2967.58,-2483.14,423.74,13088.07,128.36,396.88
2022,1,7,14,263724.71,50024.06,5224.11,7095.61,9868.48,19009.42,32828.23,0,139674.8,271919.6,53239,6816.26,10538.58,12017.97,21620,32400,135287.79,490.55,443.633,46.92,-8194.89,-3214.94,-1592.15,-3442.97,-2149.49,-2610.58,428.23,4387.01,46.92,443.63
2022,1,7,15,272366.53,54500.28,5333.78,3599.81,9871.52,19099.98,32653.96,0,147307.2,282840.19,53824,6633.68,5644.61,11025.81,21620,32400,151692.09,604.6475,540.29,64.36,-10473.66,676.28,-1299.9,-2044.8,-1154.29,-2520.02,253.96,-4384.89,64.36,540.29
2022,1,7,16,283111.28,62088.84,4870.44,646.78,9868.67,19123.51,32694.04,0,153819,293042.15,60906,6599.83,1305.48,10135.35,21620,32400,160075.49,716.59,638.5,78.09,-9930.87,1182.84,-1729.39,-658.7,-266.68,-2496.49,294.04,-6256.49,78.09,638.5
2022,1,7,17,291065.64,63856.28,5380.71,258.95,9867.72,19125.55,32806.14,985.2,158785.09,299473.29,63492,7589.5,98.39,9864.29,21620,32400,164409.11,797.85,948.055,-150.21,-8407.65,364.28,-2208.79,160.56,3.43,-2494.45,406.14,-5624.02,-150.21,948.06
2022,1,7,18,284507.94,66052.74,7484.93,328.59,9866.96,19165.66,32929.01,1474.6,147205.45,289953.67,65892,9505.84,31.22,9852.79,21620,32400,150651.82,576.63,592.84,-16.21,-5445.73,160.74,-2020.91,297.37,14.17,-2454.34,529.01,-3446.37,-16.21,592.84
2022,1,7,19,278927.22,66282.63,9781.66,-12.92,9869.62,19139.99,32942.79,1731.1,139192.35,283558.27,65892,12011.52,24.81,9852,21620,32400,141757.94,482.98,505.288,-22.31,-4631.05,390.63,-2229.86,-37.73,17.62,-2480.01,542.79,-2565.59,-22.31,505.29
2022,1,7,20,274336.08,61820.25,12652.9,-23.85,9872.29,19289.3,33011.64,2171.2,135542.35,277039.65,59714,14720.13,0,9852,21620,32400,138733.52,464.485,468.15,-3.67,-2703.57,2106.25,-2067.23,-23.85,20.29,-2330.7,611.64,-3191.17,-3.67,468.15
2022,1,7,21,265323.12,56575.49,16254.58,-23.72,9868.86,19381.08,33036.19,2972,127258.64,266073.16,56004,17393.5,0,9852,21620,32400,128803.66,408.84,410.5,-1.66,-750.04,571.49,-1138.92,-23.72,16.86,-2238.92,636.19,-1545.02,-1.66,410.5
2022,1,7,22,249709.58,46803.55,19752.43,-23.09,9873.05,19382.59,33010.52,864.4,120046.13,251768.36,48338,19942.72,0,9852,21620,32400,119615.64,365.4275,363,2.43,-2058.78,-1534.45,-190.29,-23.09,21.05,-2237.41,610.52,430.49,2.43,363
2022,1,7,23,241116.98,40282.88,23273.59,-23.46,9867.53,19229.93,32814.45,143.2,115528.86,244569.52,41597,22000.97,0,9852,21620,32400,117099.55,341.89,343.852,-1.96,-3452.54,-1314.12,1272.62,-23.46,15.53,-2390.07,414.45,-1570.69,-1.96,343.85
2022,1,8,0,233513.27,41120.18,25521.53,-22.98,9865.63,19251.94,32851.33,-1059.6,105985.24,236765.56,41262,23593.56,0,9852,20460,32680,108918,284.92,286.845,-1.93,-3252.29,-141.82,1927.97,-22.98,13.63,-1208.06,171.33,-2932.76,-1.93,286.85
2022,1,8,1,228430.26,41219.78,26285.5,-23.02,9868.86,19211.12,32938.46,-1057.1,99986.66,232566.51,41512,24244.26,0,9852,20460,32680,103818.25,233.9625,228.1,5.86,-4136.25,-292.22,2041.24,-23.02,16.86,-1248.88,258.46,-3831.59,5.86,228.1
2022,1,8,2,224795.68,41064.56,26533.2,-22.74,9868.67,19233.28,32961.89,-1057,96213.82,228799.29,41512,24336.57,0,9852,20460,32680,99958.72,179.535,195.218,-15.68,-4003.61,-447.44,2196.63,-22.74,16.67,-1226.72,281.89,-3744.9,-15.68,195.22
2022,1,8,3,221166.88,41167.33,26442.05,-23.52,9868.48,19216.78,32949.09,-1054.6,92601.27,226269.69,41512,24182.17,0,9852,20460,32680,97583.52,149.095,181.16,-32.07,-5102.81,-344.67,2259.88,-23.52,16.48,-1243.22,269.09,-4982.25,-32.07,181.16
2022,1,8,4,222341.67,41084.02,26204.03,-22.7,9869.24,19194.49,32815.27,-1052.6,94249.92,227645.41,41512,23809.27,0.02,9852,20460,32680,99332.12,163.21,185.82,-22.61,-5303.74,-427.98,2394.76,-22.72,17.24,-1265.51,135.27,-5082.2,-22.61,185.82
2022,1,8,5,227818.21,41536.51,25984.1,-22.94,9869.24,19164.35,32917,-1050,99419.95,234751.21,41797,23067.34,28.23,9852.17,20460,32680,106866.47,216.75,241.107,-24.36,-6933,-260.49,2916.76,-51.17,17.07,-1295.65,237,-7446.52,-24.36,241.11
2022,1,8,6,235969.87,44679.29,24238.34,-23.49,9866.77,19122.46,32836.29,-525.7,105775.91,250321.22,44827,22125.14,50.71,9856.62,20460,32680,120321.75,283.495,339.275,-55.78,-14351.35,-147.71,2113.2,-74.2,10.15,-1337.54,156.29,-14545.84,-55.78,339.28
2022,1,8,7,254376.02,49874.02,22187.8,421.59,9875.34,19075.32,32912.27,538.4,119491.28,265640.99,50108,20931.62,930.92,10039.01,20460,32680,130491.44,382.63,476.44,-93.81,-11264.97,-233.98,1256.18,-509.33,-163.67,-1384.68,232.27,-11000.16,-93.81,476.44
2022,1,8,8,272498.45,56618.15,19655.38,3841.38,9870.2,19090.46,32984.25,145.5,130293.13,282564.02,56978,18847.59,5149.49,10947.6,20460,32680,137501.34,511.76,579.92,-68.16,-10065.57,-359.85,807.79,-1308.11,-1077.4,-1369.54,304.25,-7208.21,-68.16,579.92
2022,1,8,9,265685.55,59683.02,15846.13,9857.49,9871.91,18971.9,32868.68,1529.8,117056.62,274971,59812,13651.28,10846.84,12104.28,20460,32680,125416.6,374.4,514.64,-140.24,-9285.45,-128.98,2194.85,-989.35,-2232.37,-1488.1,188.68,-8359.98,-140.24,514.64
2022,1,8,10,254795.46,59668.02,10983.9,14356.19,9872.67,18915.71,32774.09,1577.3,106647.58,267611.68,59527,9731.1,15067.34,12989.97,20460,32680,117156.27,221.4225,436.89,-215.47,-12816.22,141.02,1252.8,-711.15,-3117.3,-1544.29,94.09,-10508.69,-215.47,436.89
2022,1,8,11,241150.43,49404.67,8876.08,15999.81,9876.29,18991.49,32904.92,-1334.4,106431.57,253382.07,49414,8807.36,17140.09,13363.29,20460,32680,111517.33,246.775,387.16,-140.39,-12231.64,-9.33,68.72,-1140.28,-3487,-1468.51,224.92,-5085.76,-140.39,387.16
2022,1,8,12,232846.21,46670.93,8102.58,15808.73,9870.95,19074.13,32959.8,-3165.7,103524.79,241502.38,46132,8717.73,17217.78,13305.93,20460,32680,102988.94,205.95,330.963,-125.01,-8656.17,538.93,-615.15,-1409.05,-3434.98,-1385.87,279.8,535.85,-125.01,330.96
2022,1,8,13,243409.55,46210,8206.18,13399.89,9871.53,19158.33,32958.9,-4184.6,117789.32,246724.12,46417,8467.38,15277.26,12868.35,20460,32680,110554.13,407.72,408.66,-0.94,-3314.57,-207,-261.2,-1877.37,-2996.82,-1301.67,278.9,7235.19,-0.94,408.66
2022,1,8,14,250812.76,51091.23,7280.67,9029.27,9870.19,19125.06,32844.6,-2589.5,124161.24,254546.62,51539,7861.13,11180.34,12008.41,20460,32680,118817.74,448.305,475.01,-26.71,-3733.86,-447.77,-580.46,-2151.07,-2138.22,-1334.94,164.6,5343.5,-26.71,475.01
